id,name,address,price,type1,type2,type3,type4,region,avg_price,simp_type,Districts,lon,lat
6470,Hachinoheya Japanese Restaurant,"Shop G17, G/F, Fu Shin Shopping Centre, Fu Shin Estate, Tai Po",$51-$100,Japanese,Ramen,Teppanyaki,Robatayaki,Tai Po,75,Asian,Tai Po,114.1655064,22.4423218
6471,Victoria Harbour Restaurant,"Shop 101-102, 2/F, Uptown Plaza, 9 Nam Wan Road, Tai Po",$51-$100,Hong Kong Style,Hot Pot,Dim Sum,Dim Sum Restaurant,Tai Po,75,Hong Kong,Tai Po,114.168707,22.443698
6472,First House,"Shop 4, Nam Shing Court, 19-23 Nam Shing Street, Tai Po",$101-$200,International,Western Restaurant,,,Tai Po,300,International,Tai Po,114.1660049,22.4480173
6473,Wah Lap Restaurant,"G/F, 48 Po Heung St,, Tai Po",Below $50,Hong Kong Style,Tea Restaurant,,,Tai Po,40,Hong Kong,Tai Po,114.1660723,22.4474011
6474,Pizza Hut,"Shop 72-82, 2/F, Tai Po Mega Mall Zone A, 9 On Pong Road, Tai Po",$101-$200,Italian,Pizza,Takeaway,Western Restaurant,Tai Po,300,Western,Tai Po,114.1694838,22.4525949
6475,China House,"Shop 201, 2/F, Zone B, Tai Po Mega Mall, 9 On Pong Road, Tai Po",$101-$200,Shanghai,Seafood,Soup,Stir-Fry,Tai Po,300,Chinese,Tai Po,114.1694838,22.4525949
6476,Tai Hing,"Shop 13, G/F, Eightland Gardens, 2 On Chee Road, Tai Po",$51-$100,Hong Kong Style,Chinese BBQ,Tea Restaurant,Food Wise Eateries,Tai Po,75,Hong Kong,Tai Po,114.166355,22.452602
6477,Yat Lok Barbeque Restaurant,"G/F, Block A, Po Wah Building, 5 Tai Ming Lane,, Tai Po",$51-$100,Guangdong,Chinese BBQ,Stir-Fry,,Tai Po,75,Hong Kong,Tai Po,114.1674775,22.4476781
6478,McDonald's,"Shop 57-66, G/F Fortune Plaza, 4 On Chee Road,, Tai Po",Below $50,American,Hamburger,Fast Food,,Tai Po,40,Western,Tai Po,114.167696,22.45262
6479,BBQ Party,"DD17-29, G/F, Ting Kok Road, Tai Po",$101-$200,Hong Kong Style,BBQ,BBQ Ground,,Tai Po,300,Hong Kong,Tai Po,114.1796092,22.4592111
6480,Munch Now,"Shop G&H;, G/F, Po Hong Building, 35-39 Po Heung Street, Tai Po",$101-$200,International,Pizza,Western Restaurant,,Tai Po,300,International,Tai Po,72.0772755,33.532918
6481,Little Egret Restaurant,"G/F, Kerry Lake Egret Nature Park, 2 Hung Lam Road, Tai Po",$201-$400,Western,Meatless Menu,Western Restaurant,,Tai Po,150,Western,Tai Po,114.1889819,22.435986
6482,Jack's Terrazza Ristorante,"G/F, 67 Tai Mei Tuk Village, Ting Kok Road, Tai Po",$101-$200,Italian,Western Restaurant,Romantic Dining,Special Occasion Dining,Tai Po,300,Western,Tai Po,114.2326144,22.4727445
6483,Kimbap Gallery,"G/F, 17 Nam Shing Street, Tai Po",$51-$100,Korean,,,,Tai Po,75,Asian,Tai Po,114.1659511,22.4480425
6484,Musashino,"Shop 15, G/F, Treasure Garden, 1 On Chee Road, Tai Po",$101-$200,Japanese,Ramen,Robatayaki,Sushi/Sashimi,Tai Po,300,Asian,Tai Po,114.167064,22.45337
6485,Chung Kee Dessert,"Shop G66, Tai Po Plaza, No.1 On Tai Road, Tai Po",Below $50,Hong Kong Style,Dessert,Sweet Soup,,Tai Po,40,Hong Kong,Tai Po,114.1706992,22.4539656
6486,McDonald's,"Shop 83-85, 1/F, Uptown Plaza, 9 Nam Wan Road, Tai Po",Below $50,American,Hamburger,Fast Food,,Tai Po,40,Western,Tai Po,114.168707,22.443698
6487,Arome Bakery Room,"Shop 13-14, Tai Po Market MTR Station, Tai Po",Below $50,Western,Bakery,,,Tai Po,40,Western,Tai Po,114.1655064,22.4423218
6488,Cup's Coffee Limited,"Shop 6, G/F, Nam Shing Mansion, 16 Nam Shing Street, Tai Po",Below $50,Western,Coffee Shop,,,Tai Po,40,Western,Tai Po,114.1658124,22.4479351
6489,Backyard Bistro,"Shop A1, G/F Mee Wa Bldg. No 12-18 Wan Tau Street, Tai Po",$101-$200,Western,Western Restaurant,,,Tai Po,300,Western,Tai Po,114.168494,22.446925
6490,Thai Thai Kitchen,"Shop E, G/F, 47 Tai Mei Tuk Chuen, Tai Mei Tuk, Tai Po",$101-$200,Thai,Seafood,Curry,Skewer,Tai Po,300,Asian,Tai Po,114.1655064,22.4423218
6491,Victoria Harbour Roasted Goose Seafood Restaurant,"600 MegaMall, Tai Po",$101-$200,Guangdong,Seafood,Dim Sum,Seafood Restaurant,Tai Po,300,Hong Kong,Tai Po,114.1655064,22.4423218
6492,Tai Mei Tuk Ting Kok BBQ Farm,"DD17-29, G/F, Ting Kok Road, Tai Po",$101-$200,Hong Kong Style,BBQ,BBQ Ground,,Tai Po,300,Hong Kong,Tai Po,114.1796092,22.4592111
6493,Kadoorie Farm and Botanic Garden Sun Garden Cafe,"Inside the Kadoorie Farm, Lam Kam Road, Lam Tsuen, Tai Po",Below $50,Village Food,Bakery,Vegetarian,Herbal Cuisine,Tai Po,40,Chinese,Tai Po,114.1346008,22.4493699
6494,Yuen Kee Noodle,"Shop 82, Fortune Plaza, Tai Po",Below $50,Guangdong,Noodles/Rice Noodles,Wonton/Dumpling,Tea Restaurant,Tai Po,40,Hong Kong,Tai Po,114.1676925,22.452619
6495,Yoshinoya,"Shop nos. 130-133 & 133A, Level 1, Zone B, Tai Po Mega Mall, Tai Po",$51-$100,Japanese,Fast Food,,,Tai Po,75,Asian,Tai Po,NA,NA
6496,Ping Kee Noodles,"2/F, Tai Po Market Complex, Heung Sze Wui Street,, Tai Po",Below $50,Hong Kong Style,Noodles/Rice Noodles,Cooked Food Center,,Tai Po,40,Hong Kong,Tai Po,114.1663962,22.4467402
6497,Das Gute,"Level 2, Yata Department Store, Zone B, Tai Po Mega Mall, 9 On Pong Road, Tai Po",Below $50,Western,Bakery,,,Tai Po,40,Western,Tai Po,114.1694838,22.4525949
6498,Tao Heung,"Shop A, G/F & 1/F, Fuller Garden, 8 Chui Lok Street, Tai Po",$101-$200,Guangdong,Hot Pot,Seafood,Dim Sum,Tai Po,300,Hong Kong,Tai Po,-112.032024,33.6099031
6499,Toyama Japanese Restaurant,"Shop 1-4, G/F, La Fontaine, 6 Chui Lok Street, Tai Po",$101-$200,Japanese,Ramen,Sushi/Sashimi,Udon,Tai Po,300,Asian,Tai Po,114.164461,22.452891
6500,Luca,"G/F, 64A Lung Mei Tsuen, Ting Kok Road, Tai Po",$201-$400,Italian,Pizza,Takeaway,Western Restaurant,Tai Po,150,Western,Tai Po,114.208774,22.4658213
6501,Kee Wah,"Shop 91, 1/F, Uptown Plaza, 9 Nam Wan Road, Tai Po",Below $50,Hong Kong Style,Bakery,Chinese Cake,,Tai Po,40,Hong Kong,Tai Po,114.168707,22.443698
6502,Wish House Hakka Chinese Restaurant,"Lam Tsuen Wishing Trees, Tai Po",Below $50,Hakka,Village Food,Stir-Fry,,Tai Po,40,Chinese,Tai Po,114.142399,22.455793
6503,Maxim's Cake Shop,"Shop 6, Tai Po Market MTR Station, Tai Po",Below $50,Hong Kong Style,Bakery,,,Tai Po,40,Hong Kong,Tai Po,114.1655064,22.4423218
6504,Arome Bakery,"Shop 33, G/F, Fortune Plaza, 4 On Chee Road, Tai Po, N.T., Tai Po",Below $50,Western,Bakery,,,Tai Po,40,Western,Tai Po,114.1655064,22.4423218
6505,Lanciano Ristorante,"G/F, 31-33, Yan Hing Street, Tai Po",$101-$200,Italian,Western Restaurant,,,Tai Po,300,Western,Tai Po,114.164071,22.4487146
6506,Amazing Ramen,"Shop E, G/F, Kwong On Building, 20-26 Wan Tau Street, Tai Po",$51-$100,Japanese,Ramen,,,Tai Po,75,Asian,Tai Po,114.168585,22.4471129
6507,Chow Ming Yuen Chiu Chow Noodle Restaurant,"Shop G68, Tai Po Plaza, No.1 On Tai Road, Tai Po",Below $50,Chiu Chow,Noodles/Rice Noodles,,,Tai Po,40,Chinese,Tai Po,114.1706992,22.4539656
6508,Hok Lee,"Shop 6 Jade Plaza Shopping Ctr, Tai Po",Below $50,Hong Kong Style,Noodles/Rice Noodles,,,Tai Po,40,Hong Kong,Tai Po,114.1655064,22.4423218
6509,Dor Lee Man,"G/F, 43 Po Heung Street, Tai Po",Below $50,Hong Kong Style,Vegetarian,Stir-Fry,,Tai Po,40,Hong Kong,Tai Po,114.1660226,22.4475954
6510,Ent Restaurant and Bar,"G/F, 20A Lung Mei Village, Ting Kok Road, Tai Po",$101-$200,Italian,Mexican,Seafood,Pizza,Tai Po,300,Western,Tai Po,114.1796092,22.4592111
6511,Tezukuri No Mise,"Shop 072, 2/F, Zone A, Tai Po Mega Mall, 9 On Pong Road, Tai Po",Below $50,Japanese,Dessert,Ice Cream/yogurt,Snack Shop & Deli,Tai Po,40,Asian,Tai Po,114.1694838,22.4525949
6512,Calf Bone King,"Shop B1, G/F, Mei Sun Building, 4-20 Kau Hui Chik Street, Tai Po",$101-$200,Hong Kong Style,Hot Pot,Meatless Menu,Stir-Fry,Tai Po,300,Hong Kong,Tai Po,114.165013,22.4537665
6513,Sai Kee,"2/F, Tai Po Market Complex, Heung Sze Wui Street, Tai Po",Below $50,Shanghai,Cooked Food Center,,,Tai Po,40,Chinese,Tai Po,114.1663962,22.4467402
6514,Lai Chee Shan Cafe,"G/F, 3 Lai Chee Shan, Tai Po",$51-$100,Thai,,,,Tai Po,75,Asian,Tai Po,114.1596915,22.4487495
6515,Kwong Kee Congee Shop,"Shop 13 Treasure Garden,, Tai Po",Below $50,Guangdong,Congee,Tea Restaurant,,Tai Po,40,Hong Kong,Tai Po,114.1655064,22.4423218
6516,Domon Sapporo Ramen Domon,"Shop B1B, G/F., Mee Wah Building, 12-18 Wan Tau Street, Tai Po",$51-$100,Japanese,Ramen,,,Tai Po,75,Asian,Tai Po,114.168494,22.446925
6517,Tsui Wah Restaurant,"G/F, Shop 6, Tai Po Plaza, 1 On Tai Road, Tai Po",$51-$100,Hong Kong Style,Meatless Menu,Tea Restaurant,Food Wise Eateries,Tai Po,75,Hong Kong,Tai Po,114.170445,22.452909
6518,Choi Fook Luxury Banquet,"2/F., Plover Cove Garden Commerical Complex, 3 Plover Cove Road, Tai Po",$101-$200,Guangdong,Seafood,Dim Sum,Dim Sum Restaurant,Tai Po,300,Hong Kong,Tai Po,114.168056,22.449613
6519,King's Belly,"Shop C, G/F, Mei Fung Building, 6 Wan Tau Kok Lane, Tai Po",$51-$100,British,Western Restaurant,Bar,,Tai Po,75,Western,Tai Po,114.1691114,22.447112
6520,Chung Shing Poon Choi,"G/F, 36B Tai Mei Tuk Village,Ting Kok Road, Tai Po",$101-$200,Guangdong,Stir-Fry,,,Tai Po,300,Hong Kong,Tai Po,114.2326144,22.4727445
6521,Macau Kam Lung Gourmet,"Shop 29, G/F, Jade Plaza, 3 On Chee Road, Tai Po",Below $50,Yunnan,Hong Kong Style,Noodles/Rice Noodles,Tea Restaurant,Tai Po,40,Chinese,Tai Po,114.167647,22.453216
6522,Cheese Pizza,"Shop 108, G/F, Tai Yuen Shopping Centre, Tai Yuen Estate, Tai Po",$51-$100,Italian,Pizza,Western Restaurant,,Tai Po,75,Western,Tai Po,114.1655064,22.4423218
6523,Tai Po Tung Kwong Chicken Restaurant,"G/F, 12 Tai Ming Lane, Tai Po Market, Tai Po",$51-$100,Guangdong,Stir-Fry,,,Tai Po,75,Hong Kong,Tai Po,114.1655064,22.4423218
6524,K&L; Cafe,"Shop E, G/F, Tony Court, 6-16 Tung Cheung Street, Tai Po",$51-$100,Western,Bakery,Coffee Shop,,Tai Po,75,Western,Tai Po,114.169556,22.4480155
6525,Dessertalicious,"Shop C1, G/F, 93 Wan Tau Street, Tai Po",Below $50,Hong Kong Style,,,,Tai Po,40,Hong Kong,Tai Po,114.168017,22.447094
6526,Viet's Choice,"Shop 9A, 1/F, Uptown Plaza, 9 Nam Wan Road, Tai Po",$51-$100,Vietnamese,Noodles/Rice Noodles,,,Tai Po,75,Asian,Tai Po,114.168707,22.443698
6527,Once Kitchen,"Shop 8-9, G/F, Fortune Plaza, 4 On Chee Road, Tai Po",$51-$100,Western,Western Restaurant,,,Tai Po,75,Western,Tai Po,114.167696,22.45262
6528,Genki Sushi,"Shop G505-515, zone C, Tai Po Mega Mall, 9 On Pong Road, Tai Po",$101-$200,Japanese,Sushi/Sashimi,Sushi Bar,,Tai Po,300,Asian,Tai Po,114.1694838,22.4525949
6529,Yeung Wo Tong,"NO.35,Fortune Plaza, Tai Po",Below $50,Guangdong,Herbal Tea,,,Tai Po,40,Hong Kong,Tai Po,114.1676925,22.452619
6530,New Deers Restaurant,"Shop 35-36, G/F, Tai Wo Centre, 24 Tai Wo Road, Tai Po",$51-$100,Chiu Chow,Hot Pot,Congee,Dai Pai Dong,Tai Po,75,Chinese,Tai Po,114.1675376,22.327281
6531,7Days,"G/F, 83 Kwong Fuk Road, Tai Po",$51-$100,Turkish,Seafood,Pizza,Skewer,Tai Po,75,South Asian,Tai Po,114.1673113,22.4485059
6532,Yaki,"Shop 3C, G/F, Fuller Garden, 8 Chui Lok Street, Tai Po",Below $50,Japanese,Teppanyaki,Skewer,Takeaway,Tai Po,40,Asian,Tai Po,114.16481,22.453866
6533,Curry King,"Shop G65, Tai Po Plaza, No.1 On Tai Road, Tai Po",$51-$100,Indian,Curry,Tea Restaurant,,Tai Po,75,South Asian,Tai Po,114.1706992,22.4539656
6534,Chiuchow Garden Restaurant,"Shop 001-003, 1/F, Uptown Plaza, No.9 Nam Wan Road, Tai Po",$101-$200,Chiu Chow,Dim Sum,Stir-Fry,Dim Sum Restaurant,Tai Po,300,Chinese,Tai Po,114.1717346,22.4494667
6535,Shing Sai Kee Noodle,"Shop 20, G/F, Jade Plaza Shopping Ctr,, Tai Po",Below $50,Hong Kong Style,Food Stall Noodles,,,Tai Po,40,Hong Kong,Tai Po,114.1655064,22.4423218
6536,Saint Honore Cake Shop,"Shop 610-611, 1/F, Tai Po Mega Mall Zone D, 9 On Pong Road, Tai Po",Below $50,Hong Kong Style,Bakery,,,Tai Po,40,Hong Kong,Tai Po,114.1694838,22.4525949
6537,The Country Club at Hong Lok Yuen,"No.8 Hong Lok Yuen Town Centre Crescent, Tai Po",$101-$200,Hong Kong Style,Western,Seafood,Pizza,Tai Po,300,Hong Kong,Tai Po,114.1520172,22.4628807
6538,G One Sushi Japanese Restaurant,"G/F, Block C, Greenery Plaza, 3 Chui Yi Street, Tai Po",$51-$100,Japanese,Robatayaki,Sushi/Sashimi,Udon,Tai Po,75,Asian,Tai Po,114.162732,22.4529481
6539,Hui Lau Shan,"Shop 97, 1/F., Uptown Plaza, No.9 Nam Wan Road, Tai Po",Below $50,Hong Kong Style,Dessert,Sweet Soup,,Tai Po,40,Hong Kong,Tai Po,114.1717346,22.4494667
6540,Shalimar Indian Restaurant,"G/F, 127 Kwong Fuk Road, Tai Po",$51-$100,Indian,Curry,Western Restaurant,,Tai Po,75,South Asian,Tai Po,114.1683435,22.4480229
6541,Green River Restaurant,"Shop 10, Treasure Garden, 10 On Chee Road, Tai Po, Tai Po",$51-$100,Hong Kong Style,Tea Restaurant,,,Tai Po,75,Hong Kong,Tai Po,114.1680968,22.4528475
6542,Old Store,"Shop 401, Tai Yuen Estate Market, Tai Po",Below $50,Hong Kong Style,Noodles/Rice Noodles,Wonton/Dumpling,,Tai Po,40,Hong Kong,Tai Po,114.1655064,22.4423218
6543,Versailles Restaurant,"G/F, 15 Nam Shing Street, Tai Po",$51-$100,International,Hamburger,All Day Breakfast,Salad,Tai Po,75,International,Tai Po,114.165916,22.4481954
6544,House of Beijing,"Shop 003. 1/F, Uptown Plaza, 9 Nam Wan Road, Tai Po",$101-$200,Beijing,Stir-Fry,,,Tai Po,300,Chinese,Tai Po,114.168707,22.443698
6545,Tong Kee Bao Dim,"Shop TAP15, Tai Po Market MTR Station, Tai Po",Below $50,Hong Kong Style,Chinese Buns,,,Tai Po,40,Hong Kong,Tai Po,114.1655064,22.4423218
6546,Viet's Choice,"Shop No. 537 & 538, Level 1, Tai Po Mega Mall Zone C, No. 3 On Pong Road, Tai Po, N.T., Tai Po",$51-$100,Vietnamese,Noodles/Rice Noodles,,,Tai Po,75,Asian,Tai Po,-80.5816648,34.5184626
6547,Tino's Pizza Cafe A Handmade Italian Feast,"Shop 20, G/F, Eightland Gardens, 2 On Chee Road, Tai Po",$101-$200,Western,Pizza,Western Restaurant,,Tai Po,300,Western,Tai Po,114.166355,22.452602
6548,Royal House Restaurant,"G/F, 67-68 Pan Chung San Tsuen, Tai Po",$101-$200,Guangdong,Seafood,Stir-Fry,,Tai Po,300,Hong Kong,Tai Po,114.1726962,22.3702337
6549,Del Fresco Dining,"Shop A, G/F, 27 Lung Mei Village, Tin Kok Road, Tai Po",$101-$200,Western,International,Western Restaurant,Outdoor,Tai Po,300,Western,Tai Po,114.1726962,22.3702337
6550,Murray Restaurant,"Shop no. 4, G/F, Kam Chung Hourse, 128-130 Kwong Fuk Road, Taipo, Tai Po",Below $50,International,Western Restaurant,,,Tai Po,40,International,Tai Po,114.1655064,22.4423218
6551,Maxim's Cake Shop,"Shop 50, G/F, Fortune Plaza, 4 On Chee Road, Tai Po",Below $50,Hong Kong Style,Bakery,,,Tai Po,40,Hong Kong,Tai Po,114.167696,22.45262
6552,Kentucky Fried Chicken,"Shop 516-526, Tai Po Mega Mall Zone C, No.9 On Pong Road, Tai Po",Below $50,American,Fast Food,,,Tai Po,40,Western,Tai Po,114.1699737,22.4519727
6553,Tomato Club,"Shop 8, G/F, Treasure Garden, 1 On Chee Road, Tai Po",$51-$100,Hong Kong Style,Noodles/Rice Noodles,,,Tai Po,75,Hong Kong,Tai Po,114.167064,22.45337
6554,Hoxie Cake Shop,"Shop 3-4, Wan Tau Tong Commercial Complex, Wan Tau Tong Estate, Tai Po",Below $50,Hong Kong Style,Bakery,,,Tai Po,40,Hong Kong,Tai Po,114.1655064,22.4423218
6555,Tai Hing,"Shop 9, 1/F, Uptown Plaza, 9 Nam Wan Road, Tai Po",$51-$100,Hong Kong Style,Chinese BBQ,Tea Restaurant,Food Wise Eateries,Tai Po,75,Hong Kong,Tai Po,114.168707,22.443698
6556,Tai Cheong Bakery,"Shop 017A, G/F, Zone A, Tai Po Mega Mall, 9 On Pong Road, Tai Po",Below $50,Hong Kong Style,Bakery,,,Tai Po,40,Hong Kong,Tai Po,114.1694838,22.4525949
6557,Gin Curry,"Shop 536, 1/F, Zone C, Tai Po Mega Mall, 9 On Pong Road, Tai Po",Below $50,Japanese,Curry,,,Tai Po,40,Asian,Tai Po,114.1694838,22.4525949
6558,Toast Box,"Shop 539-541, G/F, Tai Po Mega Mall Zone C, 9 On Pong Road, Tai Po",$51-$100,Singaporean,Bakery,Taiwanese Drink,Coffee Shop,Tai Po,75,Asian,Tai Po,114.1699737,22.4519727
6559,Appolo,"Shop 72, 2/F, Tai Po Plaza, No.1 On Tai Road, Tai Po",Below $50,Hong Kong Style,Ice Cream/yogurt,,,Tai Po,40,Hong Kong,Tai Po,114.1706992,22.4539656
6560,Tong Kee Bao Dim,"Shop 16, G/F, Zone A, Tai Po Mega Mall, 9 On Pong Road, Tai Po",Below $50,Hong Kong Style,Chinese Buns,,,Tai Po,40,Hong Kong,Tai Po,114.1694838,22.4525949
6561,Chiu Hip Hing Restaurant,"Shop D., G/F., 6 Wan Tau Kok Lane,, Tai Po",$51-$100,Chiu Chow,,,,Tai Po,75,Chinese,Tai Po,114.1691114,22.447112
6562,Polaris,"G/F, 4 Nam Shing Street, Tai Po",$51-$100,Italian,Western,American,Steak House,Tai Po,75,Western,Tai Po,114.165559,22.448042
6563,McDonald's,______________________G25____,Below $50,American,Hamburger,Fast Food,,Tai Po,40,Western,Tai Po,114.2202314,22.6022951
6564,Red Dragonfly,"Shop G542-548, Tai Po Mega Mall Zone C, No.9 On Pong Road, Tai Po",$51-$100,Hong Kong Style,Tea Restaurant,,,Tai Po,75,Hong Kong,Tai Po,114.1699737,22.4519727
6565,Royal China Aqua Garden,"Sam Mun Tsai Road, Tai Po",$101-$200,Guangdong,Seafood,Fine Dried Seafood,Dim Sum,Tai Po,300,Hong Kong,Tai Po,114.209763,22.457151
6566,Snack Express,______________________TAP 16__,Below $50,Hong Kong Style,Snack Shop & Deli,,,Tai Po,40,Hong Kong,Tai Po,114.359529,22.471139
6567,Pizza-Box,"Shop 7, G/F, Mei Lee Building, Kau Hui Chik Street, Tai Po",$51-$100,Italian,Pizza,Takeaway,Snack Shop & Deli,Tai Po,75,Western,Tai Po,114.1653039,22.4539184
6568,Little Monster,"Shop 9A, G/F, Block C, Greenery Plaza, 3 Chui Yi Street, Tai Po",Below $50,Hong Kong Style,Dessert,Ice Cream/yogurt,,Tai Po,40,Hong Kong,Tai Po,114.163216,22.452742
6569,Tao Yuen Momo,"Shop 22, G/F, Fu Heng Shopping Centre, Fu Heng Estate, Tai Po",Below $50,Hong Kong Style,Congee,Food Wise Eateries,,Tai Po,40,Hong Kong,Tai Po,114.1655064,22.4423218
6570,CHUBBY'S PIZZA,"Shop 31, G/F, Tai Wo Center, 15 Tai Po Tai Wo Road, Tai Po",$51-$100,Italian,Pizza,Takeaway,Western Restaurant,Tai Po,75,Western,Tai Po,114.1625047,22.4524921
6571,Cafde Coral,"Shop P105, Kwong Fuk Centre, Kwong Fuk Est, Tai Po",Below $50,Hong Kong Style,Meatless Menu,Fast Food,,Tai Po,40,Hong Kong,Tai Po,114.1655064,22.4423218
6572,Chicken Pot Hut,"Shop 2A, G/F, Block C, Greenary Plaza, 3 Chui Yi Street, Tai Po",$101-$200,Sichuan,Hot Pot,,,Tai Po,300,Chinese,Tai Po,114.163216,22.452742
6573,Akizuki Japanese Restaurant,"G/F, Kai Cheong Mansion, 13 Ting Kok Road, Tai Po",$51-$100,Japanese,Ramen,Teppanyaki,Sushi/Sashimi,Tai Po,75,Asian,Tai Po,114.1650135,22.4519775
6574,Star Seafood Restaurant,"G/F-1/F, Wing Fai Plaza, 29-35 Ting Kok Road, Tai Po",$101-$200,Guangdong,Dim Sum,Dim Sum Restaurant,,Tai Po,300,Hong Kong,Tai Po,114.1655371,22.4533805
6575,A-1 Bakery,"Shop 020, G/F, Zone A, Tai Po Mega Mall, 9 On Pong Road, Tai Po",Below $50,Western,Bakery,,,Tai Po,40,Western,Tai Po,114.1694838,22.4525949
6576,Beach cafe,"G/F, 63 Tai Mei Tuk Village, Ting Kok Road, Tai Po",$101-$200,Western,Hamburger,Coffee Shop,,Tai Po,300,Western,Tai Po,114.2326144,22.4727445
6577,Ajisen Ramen,"G/F, Shop 61-62, Tai Po Plaza, 1 On Tai Road, Tai Po",$51-$100,Japanese,Ramen,Izakaya,,Tai Po,75,Asian,Tai Po,114.170445,22.452909
6578,Taipo Angels' Cafe,"1/F, 101 Kwong Fuk Road, Tai Po",Below $50,Western,Coffee Shop,Outdoor,Upper-floor Cafe,Tai Po,40,Western,Tai Po,114.1674783,22.4484268
6579,Wego,____________15__,$51-$100,Italian,Western,Seafood,Curry,Tai Po,75,Western,Tai Po,114.1727377,22.2951648
6580,Lecker's,"Shop 15, Blcok A, Beautiful Garden, 11 Chui Lok Street, Tai Po",$101-$200,German,Western Restaurant,Bar,,Tai Po,300,Western,Tai Po,114.164538,22.45439
6581,Rosa Bridge Restaurant,"G/F, 123 Kwong Fuk Road, Tai Po",Below $50,Hong Kong Style,Thai,Tea Restaurant,,Tai Po,40,Hong Kong,Tai Po,114.1681961,22.4480947
6582,Kee Wah,"Shop 18A, Area A, Tai Po Mega Mall, 9 On Pong Road, Tai Po",Below $50,Hong Kong Style,Bakery,Chinese Cake,,Tai Po,40,Hong Kong,Tai Po,114.1694838,22.4525949
6583,Homemade Opera Japanese Style Cake Shop,"ShopP4,Plover Market,Plover Cove Road, Tai Po",Below $50,Hong Kong Style,Bakery,,,Tai Po,40,Hong Kong,Tai Po,114.170754,22.4484491
6584,Tong Kong,"Shop G63-64, Tai Po Plaza, No.1 On Tai Road, Tai Po",Below $50,Guangdong,Tea Restaurant,,,Tai Po,40,Hong Kong,Tai Po,114.1706992,22.4539656
6585,Yamazaki Bakery,"Shop 527-530, G/F, Zone C, Tai Po Mega Mall, 3 On Pong Road, Tai Po",Below $50,Japanese,Bakery,,,Tai Po,40,Asian,Tai Po,114.170931,22.45318
6586,Spice River,"G/F, 6 Tai Ming Lane, Tai Po",$51-$100,Thai,Singaporean,Malaysian,Noodles/Rice Noodles,Tai Po,75,Asian,Tai Po,114.1676668,22.4474007
6587,Fairwood,__________________2__202____,Below $50,Hong Kong Style,Fast Food,,,Tai Po,40,Hong Kong,Tai Po,114.2588085,22.3107822
6588,Mei Mei Restaurant,"Shop SM05, 1/F, Tai Po Complex, 8 Heung Sze Wui Street, Tai Po",$51-$100,Hakka,,,,Tai Po,75,Chinese,Tai Po,114.1665236,22.4461467
6589,PHD,"Shop 110, 1/F., Fu Shin Shopping Centre, 12 On Po Road, Tai Po",$51-$100,Italian,Pizza,Takeaway,,Tai Po,75,Western,Tai Po,114.174701,22.452991
6590,Forest Cafe,"DD19 Lam Kam Road, Tai Po",$51-$100,Western,Hamburger,Cake,Coffee Shop,Tai Po,75,Western,Tai Po,114.1346008,22.4493699
6591,Sushi Take Out,"Shop L1003 Zone A Tai Po Mega Mall, 9 On Pong Road, Tai Po",Below $50,Japanese,Sushi/Sashimi,Takeaway,,Tai Po,40,Asian,Tai Po,114.1694838,22.4525949
6592,Wealth Banquet,"1/F., Fortune Plaza, 4 On Chee Road, Tai Po",$101-$200,Guangdong,Seafood,Dim Sum,Chinese Buns,Tai Po,300,Hong Kong,Tai Po,114.1676925,22.452619
6593,D,"Shop L1-14A, Greenery Plaza, Tai Po",Below $50,Hong Kong Style,Tea Restaurant,,,Tai Po,40,Hong Kong,Tai Po,114.1655064,22.4423218
6594,Seafood Delight Kitchen,"Shop P101, G/F, Kwong Fuk Commercial Complex, Kwong Fuk Estate, Tai Po",Below $50,Hong Kong Style,Dim Sum,Dim Sum Restaurant,,Tai Po,40,Hong Kong,Tai Po,114.1655064,22.4423218
6595,Sun Ho Lok Fast Food,"13 Tai Wing House,Tai Yung Estate, Tai Po",Below $50,Hong Kong Style,Takeaway,,,Tai Po,40,Hong Kong,Tai Po,114.1701986,22.4545316
6596,Starbucks Coffee,"Shop 8, Tai Po Market MTR Station, Tai Po",Below $50,American,Salad,Coffee Shop,Casual Drink,Tai Po,40,Western,Tai Po,114.1655064,22.4423218
6597,I menu Workshop,"G/F,9 Wai Yi Street, Tai Po",$401-$800,Italian,French,International,Private Kitchen,Tai Po,600,Western,Tai Po,114.1654133,22.4477526
6598,Mrs Tang Cafe,"Hang Tau Tsuen, Ping Shan, Yuen Long",Below $50,Hong Kong Style,Noodles/Rice Noodles,Tea Restaurant,,Yuen Long,40,Hong Kong,Yuen Long,114.011494,22.446884
6599,Honey Secret,"Shop 15, G/F, Block B, Ho Shun Yee Building, 9 Fung Yau Street East, Yuen Long",Below $50,Hong Kong Style,Western,Dessert,Ice Cream/yogurt,Yuen Long,40,Hong Kong,Yuen Long,114.034874,22.4431161
6600,Sushi Man,"Shop 5, G/F,Lee Fat House, No. 5 Yan Lok Square, Yuen Long",$401-$800,Japanese,Sushi/Sashimi,,,Yuen Long,600,Asian,Yuen Long,114.0265784,22.4433244
